number,summa,creditor_inn,debtor_inn,group_summa,Полное название,Вероятность стоп-листа,Объяснение ИИ,Телефоны,Электронные почты,Веб сайты,Название должника,Статус должника,Дата отчетности должника
26576/22/52054-ИП,816706.12,5260148520,5235006592,3861789.6200000006,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО НИЖНИЙ НОВГОРОД""",55,"Госзакупки 20%, выручка 15%, госучастие 10%, деятельность 10%.","['+7 831 464-58-36', '+7 831 243-08-04', '+7 831 457-46-00']","['info@gorod.nn.tns-e.ru', 'info@vyksa.nn.tns-e.ru', 'it@nn.tns-e.ru']","[{'name': 'ekdostavka.ru', 'url': 'http://ekdostavka.ru'}, {'name': 'nn.tns-e.ru', 'url': 'http://nn.tns-e.ru'}]","ООО ""УРЕНСКОЕ ЖКХ""",Действующая компания,2021.0
26575/22/52054-ИП,799475.67,5260148520,5235006592,3861789.6200000006,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО НИЖНИЙ НОВГОРОД""",55,"Госзакупки 20%, выручка 15%, госучастие 10%, деятельность 10%.","['+7 831 464-58-36', '+7 831 243-08-04', '+7 831 457-46-00']","['info@gorod.nn.tns-e.ru', 'info@vyksa.nn.tns-e.ru', 'it@nn.tns-e.ru']","[{'name': 'ekdostavka.ru', 'url': 'http://ekdostavka.ru'}, {'name': 'nn.tns-e.ru', 'url': 'http://nn.tns-e.ru'}]","ООО ""УРЕНСКОЕ ЖКХ""",Действующая компания,2021.0
414639/23/51001-ИП,741484.68,5190141373,5190916969,4912661.789999999,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ТСЖ ""СЕВЕРНЫЙ ПРОЕЗД""",Действующая организация,2024.0
414682/23/51001-ИП,191053.36,5190141373,5190916969,4912661.789999999,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ТСЖ ""СЕВЕРНЫЙ ПРОЕЗД""",Действующая организация,2024.0
414684/23/51001-ИП,1877378.33,5190141373,5190916969,4912661.789999999,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ТСЖ ""СЕВЕРНЫЙ ПРОЕЗД""",Действующая организация,2024.0
414687/23/51001-ИП,105408.82,5190141373,5190916969,4912661.789999999,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ТСЖ ""СЕВЕРНЫЙ ПРОЕЗД""",Действующая организация,2024.0
414688/23/51001-ИП,183664.57,5190141373,5190916969,4912661.789999999,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ТСЖ ""СЕВЕРНЫЙ ПРОЕЗД""",Действующая организация,2024.0
414728/23/51001-ИП,79529.61,5190141373,5190916969,4912661.789999999,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ТСЖ ""СЕВЕРНЫЙ ПРОЕЗД""",Действующая организация,2024.0
414730/23/51001-ИП,35401.4,5190141373,5190916969,4912661.789999999,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ТСЖ ""СЕВЕРНЫЙ ПРОЕЗД""",Действующая организация,2024.0
203089/24/51001-ИП,835900.91,5190141373,5190916221,2587118.02,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ТСЖ ""ВОСТОЧНЫЙ""",Сведения недостоверны (заявление физического лица о недостоверности сведений о нем),2021.0
197581/23/51001-ИП,764130.25,5190141373,5190916221,2587118.02,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ТСЖ ""ВОСТОЧНЫЙ""",Сведения недостоверны (заявление физического лица о недостоверности сведений о нем),2021.0
351330/23/51001-ИП,25287.08,5190141373,5190916221,2587118.02,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ТСЖ ""ВОСТОЧНЫЙ""",Сведения недостоверны (заявление физического лица о недостоверности сведений о нем),2021.0
46105/23/51001-ИП,961799.78,5190141373,5190916221,2587118.02,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ТСЖ ""ВОСТОЧНЫЙ""",Сведения недостоверны (заявление физического лица о недостоверности сведений о нем),2021.0
70129/23/51003-ИП,1562808.03,5190141373,5190042407,9580076.42,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ООО УК""ТЕХДОМ""","Юридическое лицо ликвидировано 22 мая 2023 года
Прекращение деятельности юридического лица путем реорганизации в форме присоединения",2022.0
70289/23/51003-ИП,1012619.6,5190141373,5190042407,9580076.42,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ООО УК""ТЕХДОМ""","Юридическое лицо ликвидировано 22 мая 2023 года
Прекращение деятельности юридического лица путем реорганизации в форме присоединения",2022.0
264206/23/51002-ИП,1028853.96,5190141373,5190935129,4094602.24,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ООО ""СЕВЖИЛТРЕСТ""","Юридическое лицо ликвидировано 17 января 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",2020.0
264014/23/51002-ИП,19870.88,5190141373,5190935129,4094602.24,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ООО ""СЕВЖИЛТРЕСТ""","Юридическое лицо ликвидировано 17 января 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",2020.0
264218/23/51002-ИП,33822.91,5190141373,5190935129,4094602.24,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ООО ""СЕВЖИЛТРЕСТ""","Юридическое лицо ликвидировано 17 января 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",2020.0
70043/23/51003-ИП,173152.75,5190141373,5190042407,9580076.42,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ООО УК""ТЕХДОМ""","Юридическое лицо ликвидировано 22 мая 2023 года
Прекращение деятельности юридического лица путем реорганизации в форме присоединения",2022.0
70066/23/51003-ИП,553968.26,5190141373,5190042407,9580076.42,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ООО УК""ТЕХДОМ""","Юридическое лицо ликвидировано 22 мая 2023 года
Прекращение деятельности юридического лица путем реорганизации в форме присоединения",2022.0
70067/23/51003-ИП,1183277.12,5190141373,5190042407,9580076.42,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ООО УК""ТЕХДОМ""","Юридическое лицо ликвидировано 22 мая 2023 года
Прекращение деятельности юридического лица путем реорганизации в форме присоединения",2022.0
70068/23/51003-ИП,2366988.43,5190141373,5190042407,9580076.42,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ООО УК""ТЕХДОМ""","Юридическое лицо ликвидировано 22 мая 2023 года
Прекращение деятельности юридического лица путем реорганизации в форме присоединения",2022.0
70054/23/51003-ИП,461132.92,5190141373,5190042407,9580076.42,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ООО УК""ТЕХДОМ""","Юридическое лицо ликвидировано 22 мая 2023 года
Прекращение деятельности юридического лица путем реорганизации в форме присоединения",2022.0
70070/23/51003-ИП,485320.25,5190141373,5190042407,9580076.42,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ООО УК""ТЕХДОМ""","Юридическое лицо ликвидировано 22 мая 2023 года
Прекращение деятельности юридического лица путем реорганизации в форме присоединения",2022.0
70220/23/51003-ИП,12709.93,5190141373,5190042407,9580076.42,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ООО УК""ТЕХДОМ""","Юридическое лицо ликвидировано 22 мая 2023 года
Прекращение деятельности юридического лица путем реорганизации в форме присоединения",2022.0
70165/23/51003-ИП,199323.17,5190141373,5190042407,9580076.42,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКАЯ ТЭЦ""",45,"Госзакупки 20%, выручка 15%, деятельность 10%.","['+7 815 228-00-80', '+7 815 228-00-87', '+7 815 256-53-66']","['smetanina.ev@mtec.tgc1.ru', 'es@mtec.tgc1.ru', 'common@mtec.tgc1.ru']","[{'name': 'murmantec.com', 'url': 'http://murmantec.com'}]","ООО УК""ТЕХДОМ""","Юридическое лицо ликвидировано 22 мая 2023 года
Прекращение деятельности юридического лица путем реорганизации в форме присоединения",2022.0
